ticker,period_end,freq,revenue,cost_of_revenue,gross_profit,operating_income,ebit,net_income,research_development,interest_expense,eps_diluted,shares_diluted,total_assets,total_liabilities,stockholder_equity,cash,short_term_investments,long_term_debt,total_debt,shares_outstanding,cfo,capex,fcf,depreciation,stock_based_compensation,source,as_of_date,id,created_date,updated_date,created_by_id,created_by,is_sample
"INTU","2023-07-31 00:00:00","annual","14368000000","","","3141000000","","2384000000","","248000000","","283000000","27780000000","","17269000000","2848000000","","","6120000000","","5046000000","210000000","","","1712000000","finnhub","2025-08-29","68b17c7ef5fe3be48d3db372","2025-08-29T10:10:06.662000","2025-08-29T10:10:06.662000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"INTU","2024-07-31 00:00:00","annual","16285000000","","","3630000000","","2963000000","","242000000","","284000000","32132000000","","18436000000","3609000000","","","6038000000","","4884000000","191000000","","","1940000000","finnhub","2025-08-29","68b17c7ecad976043bf21980","2025-08-29T10:10:06.384000","2025-08-29T10:10:06.384000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2014-01-26 00:00:00","annual","4130162000","","","496227000","","439990000","","10443000","","594517000","7250894000","","4456398000","1151587000","","","1356375000","","835146000","","","","136295000","finnhub","2025-08-28","68b09a0707c7dc2feff07366","2025-08-28T18:03:51.306000","2025-08-28T18:03:51.306000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2015-01-25 00:00:00","annual","4681507000","","","758989000","","630587000","","46133000","","563068000","7201368000","","4417982000","496654000","","","1384342000","","905656000","","","","157841000","finnhub","2025-08-28","68b09a069e0eaf7025398d6f","2025-08-28T18:03:50.972000","2025-08-28T18:03:50.972000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2016-01-31 00:00:00","annual","5010000000","","","747000000","","614000000","","47000000","","569000000","7370000000","","4469000000","596000000","","","0","","1175000000","","","","204000000","finnhub","2025-08-28","68b09a06fb958ec2a3f34d18","2025-08-28T18:03:50.588000","2025-08-28T18:03:50.588000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2017-01-29 00:00:00","annual","6910000000","","","1934000000","","1666000000","","58000000","","649000000","9841000000","","5762000000","1766000000","","","1983000000","","1672000000","","","","247000000","finnhub","2025-08-28","68b09a068ddfd35544a85b0f","2025-08-28T18:03:50.185000","2025-08-28T18:03:50.185000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2018-01-28 00:00:00","annual","9714000000","","","3210000000","","3047000000","","61000000","","632000000","11241000000","","7471000000","4002000000","","","1985000000","","3502000000","","","","391000000","finnhub","2025-08-28","68b09a052e1f11169de67533","2025-08-28T18:03:49.777000","2025-08-28T18:03:49.777000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2019-01-27 00:00:00","annual","11716000000","","","3804000000","","4141000000","","58000000","","625000000","13292000000","","9342000000","782000000","","","1988000000","","3743000000","","","","557000000","finnhub","2025-08-28","68b09a057eee3dd205f57155","2025-08-28T18:03:49.309000","2025-08-28T18:03:49.309000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2020-01-26 00:00:00","annual","10918000000","","","2846000000","","2796000000","","52000000","","618000000","17315000000","","12204000000","10896000000","","","1991000000","","4761000000","","","","844000000","finnhub","2025-08-28","68b09a033cfcd7b737ad6b98","2025-08-28T18:03:47.969000","2025-08-28T18:03:47.969000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2021-01-31 00:00:00","annual","16675000000","","","4532000000","","4332000000","","184000000","","628000000","28791000000","","16893000000","847000000","","","5964000000","","5822000000","","","","1397000000","finnhub","2025-08-28","68b09a02816414565000cff5","2025-08-28T18:03:46.755000","2025-08-28T18:03:46.755000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2022-01-30 00:00:00","annual","26914000000","","","10041000000","","9752000000","","236000000","","2535000000","44187000000","","26612000000","1990000000","","","10946000000","","9108000000","","","1174000000","2004000000","finnhub","2025-08-28","68b09a00cd6fbc8540f9a255","2025-08-28T18:03:44.896000","2025-08-28T18:03:44.896000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2023-01-29 00:00:00","annual","26974000000","","","4224000000","","4368000000","","262000000","","2507000000","41182000000","","22101000000","3389000000","","","9703000000","","5641000000","","","1544000000","2709000000","finnhub","2025-08-28","68b099ff20785ff8af9e8d5a","2025-08-28T18:03:43.299000","2025-08-28T18:03:43.299000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2024-01-28 00:00:00","annual","60922000000","","","32972000000","","29760000000","","257000000","","2494000000","65728000000","","42978000000","7280000000","","","8459000000","","28090000000","","","1508000000","3549000000","finnhub","2025-08-28","68b099fecb8e2fd2c9769d60","2025-08-28T18:03:42.077000","2025-08-28T18:03:42.077000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"NVDA","2025-01-26 00:00:00","annual","130497000000","","","81453000000","","72880000000","","","","24804000000","111601000000","","79327000000","8589000000","","","8463000000","","64089000000","","","1864000000","4737000000","finnhub","2025-08-28","68b099fd9e0eaf7025398d2a","2025-08-28T18:03:41.603000","2025-08-28T18:03:41.603000","service_219ddb3d-6563-48e9-aeba-a0667aa26036","service+219ddb3d-6563-48e9-aeba-a0667aa26036@no-reply.base44.com","false"
"AAPL","2025-06-30","ttm","","","","","","","","","","","","","","","","","0","14840399872","","","","","","yahoo_ttm_q","2025-08-23","68a8becf9a85ca1471a820a1","2025-08-22T19:02:39.923000","2025-08-24T15:23:10.163000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","2024-09-30","quarterly","94930000000","0","0","","0","14736000000","","","","","","","","","","","0","","","","","","","yahoo","2025-09-02","68a88a2b581899450a7c1cbd","2025-08-22T15:18:03.088000","2025-09-02T16:53:36.385000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","2025-03-31","quarterly","95359000000","0","0","","0","24780000000","","","","","","","","","","","0","","","","","","","yahoo","2025-09-02","68a88a2b581899450a7c1cbb","2025-08-22T15:18:03.088000","2025-09-02T16:53:37.027000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","2024-12-31","quarterly","124300000000","0","0","","0","36330000000","","","","","","","","","","","0","","","","","","","yahoo","2025-09-02","68a88a2b581899450a7c1cbc","2025-08-22T15:18:03.088000","2025-09-02T16:53:36.711000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","2025-06-30","quarterly","94036000000","0","0","","0","23434000000","","","","","","","","","","","0","","","","","","","yahoo","2025-09-02","68a88a2b581899450a7c1cba","2025-08-22T15:18:03.088000","2025-09-02T16:53:37.383000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","18385000000","","","","","","","","","11261000000","","","","","18595000000","","","","","finnhub","2025-08-21","68a708b3b4bd92133d236057","2025-08-21T11:53:23.137000","2025-08-21T11:53:23.137000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","33790000000","","","","","","","","","9815000000","","","","","37529000000","","","","","finnhub","2025-08-21","68a708b2233a7c1d867b4c64","2025-08-21T11:53:22.763000","2025-08-21T11:53:22.763000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","55241000000","","","","","","","","","10746000000","","","","","50856000000","","","","","finnhub","2025-08-21","68a708b2b4bd92133d236050","2025-08-21T11:53:22.436000","2025-08-21T11:53:22.436000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","48999000000","","","","","","","","","14259000000","","","","","53666000000","","","","","finnhub","2025-08-21","68a708b2233a7c1d867b4c58","2025-08-21T11:53:22.100000","2025-08-21T11:53:22.100000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","52503000000","","","","","","","","","13844000000","","","","","","","","","","finnhub","2025-08-21","68a708b1226e9bdd5d22dd33","2025-08-21T11:53:21.706000","2025-08-21T11:53:21.706000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","71230000000","","","","","","","","","21120000000","","","","","","","","","","finnhub","2025-08-21","68a708b19704d53bdc561616","2025-08-21T11:53:21.406000","2025-08-21T11:53:21.406000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","60024000000","","","","","","","","","20484000000","","","","","","","","","","finnhub","2025-08-21","68a708b1233a7c1d867b4c46","2025-08-21T11:53:21.060000","2025-08-21T11:53:21.060000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","","","","","61344000000","","","","","","","","","20289000000","","","","","63598000000","","51147000000","","","finnhub","2025-08-21","68a708b0e80e71ef80bb6eef","2025-08-21T11:53:20.709000","2025-08-21T11:53:20.709000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","265595000000","","","","70898000000","","","","","","","","","25913000000","","","","","77434000000","","64121000000","","","finnhub","2025-08-21","68a708b0eaf2e1c856c0043b","2025-08-21T11:53:20.365000","2025-08-21T11:53:20.365000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","260174000000","","","","63930000000","","","","","","","","","48844000000","","","","","69391000000","","58896000000","","","finnhub","2025-08-21","68a708b09704d53bdc561606","2025-08-21T11:53:20.005000","2025-08-21T11:53:20.005000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","274515000000","","","","66288000000","","","","","","","","","38016000000","","","","","80674000000","","73365000000","","","finnhub","2025-08-21","68a708af06998bcb2c0e26fe","2025-08-21T11:53:19.724000","2025-08-21T11:53:19.724000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","365817000000","","","","108949000000","","","","","","","","","34940000000","","","","","104038000000","","92953000000","","","finnhub","2025-08-21","68a708af6c072cf2775262c7","2025-08-21T11:53:19.388000","2025-08-21T11:53:19.388000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","394328000000","","","","119437000000","","","","","","","","","23646000000","","","","","122151000000","","111443000000","","","finnhub","2025-08-21","68a708afeaf2e1c856c00430","2025-08-21T11:53:19.001000","2025-08-21T11:53:19.001000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","383285000000","","","","114301000000","","","","","","","","","29965000000","","","","","110543000000","","99584000000","","","finnhub","2025-08-21","68a708aebd439895f8bdc03e","2025-08-21T11:53:18.713000","2025-08-21T11:53:18.713000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
"AAPL","","annual","391035000000","","","","123216000000","","","","","","","","","29943000000","","","","","118254000000","","108807000000","","","finnhub","2025-08-21","68a708ae5ab9b374fbf2bb4d","2025-08-21T11:53:18.414000","2025-08-21T11:53:18.414000","689b401d1bb2cbab644a66ac","gzimm88@gmail.com","false"
